quarter,d,tau,g,c,mu,pd,cum_log_r
22,0.14394426629969004,0.1045434461384211,0.004865007817947047,0.03940082016126894,0.030091294168727037,3.9016751617121597,0.3285261636293497
23,0.16165832863133978,0.10940845395636815,0.004713198178395282,0.05224987467497161,0.03877965004152645,3.720284347472111,0.18878766957224613
24,0.20637785412106074,0.11412165213476344,0.004932293517477062,0.0922562019862973,0.035422079704635775,3.770069760524221,0.306081414707311
25,0.19029993051494087,0.1190539456522405,0.00464863152510229,0.07124598486270037,0.03444695042840728,3.7770359106743694,0.31960202598348975
26,0.134395161623898,0.1237025771773428,0.00459085633958987,0.0106925844465552,0.032801298527963804,3.8491307069509526,0.35686665842497645
27,0.05098157056283059,0.12829343351693268,0.0044073556648051146,-0.07731186295410208,0.034346607292730896,3.8719733347264476,0.3168992265924415
28,0.033906443912666395,0.13270078918173778,0.004428031198091137,-0.09879434526907138,0.04077041202010499,3.7801280666042554,0.23054212417501097
29,0.049590976125041014,0.1371288203798289,0.004691450995237483,-0.08753784425478789,0.03434832620409538,3.9056136496088136,0.3916409359899431
30,0.0990897884737924,0.1418202713750664,0.004761203913426936,-0.04273048290127398,0.03708834237032103,3.8301570820541997,0.38715716128383626
31,0.10686972009024623,0.14658147528849333,0.004574405547820877,-0.039711755198247094,0.04144856176115708,3.728424168664953,0.31695066105561365
32,0.08032840948311454,0.1511558808363142,0.0046732438858326075,-0.07082747135319967,0.041626036461662234,3.7536984765840087,0.3388442948346517
33,0.08990315917834202,0.1558291247221468,0.004886634690171173,-0.06592596554380478,0.04348517873663999,3.733230876299967,0.3515853922999561
34,0.10610886055373206,0.16071575941231797,0.004569701075821893,-0.05460689885858591,0.03995270017738159,3.7696386760302025,0.4269974148546005
35,0.11476818210663065,0.16528546048813986,0.004638581590093963,-0.05051727838150922,0.039449533318128574,3.779885072654043,0.4684718473820646
36,0.11527029320129026,0.16992404207823383,0.005079088293168383,-0.054653748876943575,0.03131919468239695,3.9593923488569653,0.6673762949034963
37,0.10968080403120573,0.17500313037140222,0.005560943884552749,-0.0653223263401965,0.024826560822256698,4.117372592980509,0.8359230869198648
38,0.08788528590037863,0.18056407425595497,0.005811822249717108,-0.09267878835557634,0.01564714091680492,4.322004050550211,1.0319449650946493
39,0.07310682504991813,0.18637589650567207,0.005671555155174189,-0.11326907145575395,0.017878216988578534,4.288844593575503,0.9976345389805741
40,0.08430995802610297,0.19204745166084627,0.005853354935095422,-0.1077374936347433,0.019857307068681697,4.262057276219934,0.9960452464645955
41,0.10843001526521413,0.1979008065959417,0.005526049632458512,-0.08947079133072756,0.013898504043568589,4.338406142092078,1.1094869807484868
42,0.14812541674205948,0.2034268562284002,0.005429793588800337,-0.05530143948634071,0.018819693429844575,4.217408148224023,1.0428136476415548
43,0.14449723945348636,0.20885664981720053,0.0053430684414011885,-0.06435941036371416,0.015588229689918522,4.272365009299848,1.1079946980202346
44,0.12203303855801861,0.21419971825860173,0.00573041884568826,-0.09216667970058312,0.017269097759789794,4.287186324192156,1.1140017668678577
45,0.07267789352247683,0.21993013710429,0.006125631108807967,-0.14725224358181316,0.01992112965622224,4.300971413672964,1.0918960437238607
46,0.03719355727543361,0.22605576821309795,0.0060294639131579,-0.18886221093766434,0.01709850910583257,4.381612009670055,1.14947994334791
47,0.016935832342814233,0.23208523212625584,0.006015721826228844,-0.2151493997834416,0.021083510056265443,4.326656642962292,1.087391984054133
48,-0.0005265030199554099,0.23810095395248468,0.005891456630041996,-0.2386274569724401,0.02034193026821246,4.35014409844749,1.106239497659819
49,-0.007598708522457032,0.2439924105825267,0.005887238577556424,-0.2515911191049837,0.017896563927352636,4.406053286899433,1.1672058674005474
50,0.015141468273240172,0.24987964916008312,0.006222444530369952,-0.23473818088684295,0.013401850629169307,4.501784410975648,1.2967053251896785
51,0.08515160588254755,0.25610209369045306,0.006495634305548735,-0.1709504878079055,0.010635014338475903,4.527925735005447,1.403601911907859
52,0.11238821401119523,0.2625977279960018,0.006491542246366019,-0.15020951398480656,0.005044492677655501,4.6082801130601165,1.5211124849444455
53,0.09963141606140624,0.2690892702423678,0.006709745864842751,-0.16945785418096154,0.0016000472682061806,4.699948017808435,1.609078224455947
54,0.11817334556026574,0.2757990161072105,0.006863959282273014,-0.1576256705469448,0.012173125861416962,4.510232693844656,1.4488407158169534
55,0.16953009545367015,0.28266297538948354,0.006794139885291055,-0.11313287993581339,0.013470704070839445,4.4500177257223426,1.45159319181059
56,0.15630831586978472,0.2894571152747746,0.006673307351203235,-0.13314879940498986,0.016053478042206755,4.399888915638691,1.400446534104129
57,0.1400214017498434,0.29613042262597783,0.006574221159129949,-0.15610902087613443,0.02130586005305129,4.31702542707793,1.314547447543252
58,0.1278590924812191,0.30270464378510775,0.0063097862717309975,-0.17484555130388865,0.03623028452961565,4.035250534558189,1.038137000701592
59,0.15545823290108285,0.30901443005683876,0.006579314877860056,-0.1535561971557559,0.03773222874793185,4.015274107804107,1.0636369692386265
60,0.21670935449589362,0.3155937449346988,0.006690404933690063,-0.09888439043880522,0.041941846395156496,3.9053096312399065,1.0348583104791773
61,0.2289274463913123,0.3222841498683889,0.006696721802190992,-0.0933567034770766,0.04363354465690875,3.8634605806498414,1.026005207329578
62,0.2706046855055752,0.3289808716705799,0.006416607773766466,-0.05837618616500465,0.040035610896753594,3.8921631042013556,1.1165808223425908
63,0.3268600027337234,0.33539747944434634,0.006274376681694989,-0.008537476710622952,0.03827123906216608,3.87658561033565,1.1777683324435442
64,0.287618407528121,0.34167185612604134,0.006192086420315971,-0.05405344859792033,0.04435868844654066,3.7812087596108497,1.0656890806432346
65,0.2457125236796306,0.34786394254635733,0.00604653241940034,-0.10215141886672675,0.04858943073342674,3.734326729345223,1.0005095325963684
66,0.2083756365710835,0.35391047496575767,0.006017661869226383,-0.14553483839467418,0.04407437357428728,3.846570386225188,1.0965443675570468
67,0.1752227974758985,0.35992813683498404,0.0060933980645233084,-0.18470533935908554,0.045464009863486594,3.8564916467845354,1.0942344402870998
68,0.19932929754767162,0.36602153489950734,0.0061988328479635185,-0.16669223735183572,0.044125750409528576,3.881168713175972,1.1634348614369996
69,0.24578801535024886,0.37222036774747086,0.0066610366211297565,-0.126432352397222,0.0477707809217683,3.8140769727915127,1.1646201443401427
70,0.2544842118912971,0.3788814043686006,0.00701835291582143,-0.12439719247730349,0.051923090996545275,3.7555693654567124,1.1379265760986947
71,0.30762768727828,0.38589975728442205,0.007069533099719104,-0.07827207000614206,0.04519822766775816,3.857091687494841,1.3135016050091148
72,0.3301002410677618,0.39296929038414113,0.006981784745442254,-0.06286904931637931,0.04232451012183043,3.885086184568992,1.3843064908334513
73,0.33939556577451,0.3999510751295834,0.007491527855689546,-0.06055550935507336,0.042264612739988085,3.92260566170459,1.4507174897063653
74,0.33124186123135657,0.40744260298527296,0.007208220441486851,-0.07620074175391638,0.04972723827518142,3.772518537150303,1.3152103595441313
75,0.33209568971449255,0.4146508234267598,0.007033037660687236,-0.08255513371226722,0.048758611177633276,3.7857278564770156,1.3517122061760092
76,0.2950901921343152,0.42168386108744704,0.006786452739981312,-0.12659366895313182,0.054170267836777676,3.6952140771038113,1.248731515279228
77,0.29136856061923777,0.42847031382742834,0.006820310441148711,-0.13710175320819057,0.05214554051575562,3.750084381392175,1.323123713642398
78,0.2668112453626991,0.43529062426857706,0.0069078877270903226,-0.16847937890587794,0.04783732893285123,3.853246912651819,1.4227178677435433
79,0.30930537306290484,0.4421985119956674,0.006634325034737276,-0.13289313893276256,0.048600291718822394,3.8052070987354365,1.4391827497151377
80,0.35964225611227973,0.44883283703040466,0.006150547781593378,-0.08919058091812494,0.040795848790625554,3.880356513310455,1.5851023229900174
81,0.36568767399190233,0.454983384811998,0.006278538927799854,-0.08929571082009567,0.04179647078744816,3.8671242029162105,1.5986180841923918
82,0.34795036951304137,0.46126192373979785,0.0061710577386375285,-0.11331155422675647,0.046997993596317046,3.780157287497038,1.5164765047216306
83,0.3238735676954113,0.46743298147843537,0.0058745124167206095,-0.14355941378302406,0.051892083357108314,3.6926433532105496,1.4294867471435815
84,0.3191431569114213,0.473307493895156,0.005786703964129388,-0.15416433698373466,0.05192690374731675,3.6967622089434413,1.4533762798213532
85,0.3355047264558463,0.47909419785928536,0.005846862878590825,-0.1435894714034391,0.0598616434467547,3.547087520782712,1.348464421440163
86,0.2822749168797921,0.4849410607378762,0.005880954787028617,-0.20266614385808407,0.05528121086856525,3.6688986727977047,1.4422304927576608
87,0.26599300812626087,0.4908220155249048,0.005642472997134988,-0.22482900739864392,0.04632455744114142,3.8454074057329213,1.6236097097481133
88,0.23425924042952206,0.4964644885220398,0.005400423220488385,-0.2622052480925177,0.04068359788004111,3.9561449987471318,1.7215694750546633
89,0.17430153782195762,0.5018649117425281,0.0057841908568466655,-0.3275633739205705,0.04270331258321719,3.9915173577733034,1.7152872671727262
90,0.10423732733768265,0.5076491025993748,0.005735600801220336,-0.40341177526169214,0.0447827361545642,4.0053479009222785,1.6771075914299636
91,0.10086199561025078,0.5133847034005952,0.00549717272579621,-0.4125227077903444,0.05183765149808765,3.8751648684662827,1.5640877762544214
92,0.14791735954785545,0.5188818761263914,0.0051073002332206905,-0.3709645165785359,0.050614766048896365,3.8444721265100896,1.601622375637958
93,0.14161040166961558,0.5239891763596121,0.004629217668541515,-0.3823787746899965,0.04342896344204798,3.949619950600133,1.719542098369374
94,0.10426351536028183,0.5286183940281536,0.004779593066658096,-0.42435487866787175,0.04220183785902704,4.012648779429464,1.7631478724208702
95,0.11774385306661583,0.5333979870948117,0.00503845741965535,-0.41565413402819584,0.048271905915138955,3.9157517369083474,1.6994608159963662
96,0.11010400123944719,0.538436444514467,0.005219659580548632,-0.42833244327501985,0.054407028417505734,3.816866553832995,1.6146939639064204
97,0.11537416685677887,0.5436561040950156,0.0053500124582963006,-0.42828193723823677,0.04647008906781829,3.976482358459481,1.7981577768614998
98,0.1765925906827086,0.5490061165533119,0.005169964097074503,-0.3724135258706033,0.05085012236758807,3.8471856033583927,1.751194652653878
99,0.2131670132111077,0.5541760806503864,0.0049483457268400585,-0.34100906743927867,0.04972914556512811,3.825515328507903,1.7876716194877633
100,0.2340904638900308,0.5591244263772265,0.00498544419511032,-0.3250339624871957,0.05846313846275476,3.654714574160375,1.6633342572044287
