d,g,c,mu,pd,cum_log_r,ann_log_r
0.34808929151470114,0.003464507548091853,-0.09921409960746214,0.0061412316062329116,4.367691401625456,2.2485693507456688,0.08994277402982676
0.7250759514818246,0.005462109863264323,0.18306899885154462,0.03054615995481315,3.81507888444191,2.03485134239253,0.0813940536957012
0.6104542172434463,0.006482512485595592,-0.024218591208294206,0.02102465596636965,4.211354776218708,2.4612034732758716,0.09844813893103486
0.3884945252101324,0.005328148494925192,-0.1600989437168208,0.008976767600603733,4.466107665538735,2.020918056571626,0.08083672226286504
0.6241533292467509,0.005641522304820847,0.14423523497182728,0.006869215306474299,4.2973287678642835,2.546518287303351,0.10186073149213405
0.41762022619662226,0.005032060977172347,-0.16115317840016735,0.004508122681129432,4.532186429857557,2.6761810630024985,0.10704724252009994
0.6694950901133845,0.006167688167808642,0.01662935203211021,0.034146873024649,3.921414434175978,2.054965437769238,0.08219861751076951
0.5393479692929676,0.002924969327985594,0.16236397301398486,0.0038250625998593,4.178576243977468,2.1560892435216332,0.08624356974086533
0.5360438220830717,0.006675008821508997,-0.1284662180069972,0.010399945727216028,4.506549245409378,3.020011152555275,0.120800446102211
0.4577552433576025,0.004179729132966943,-0.00269041325881076,0.03222663675654748,3.850761282214217,1.8952880648225854,0.07581152259290341
0.5239104730501168,0.006129955794087885,0.007354515359220541,0.012809122600308592,4.332302390978788,2.3997564439285415,0.09599025775714166
0.545642058670497,0.006512650318982404,0.041829680227618495,0.014649927157963004,4.289070263672692,2.5252184350188958,0.10100873740075583
0.5707662757702054,0.002914271530012169,0.15350280572618313,0.012925090323433466,4.025227878210984,2.0650506424280883,0.08260202569712354
0.6174430059818573,0.006536711392909888,-0.045746594986865265,-0.013737432167756025,4.881870531993951,2.7217709203830034,0.10887083681532013
0.2931515868610687,0.004875445446752199,-0.2960378810300206,0.013164181940038775,4.461732412729414,2.1312947041649144,0.08525178816659658
0.6854968692735622,0.0066772835910435474,0.05585682230268408,0.005987040052544102,4.449224261438237,2.3896835641341174,0.09558734256536469
0.2412020550113883,0.004325079933993213,-0.24362723658714358,0.03060949151957422,4.066393986603875,1.7455607118603793,0.06982242847441517
0.45336635285860905,0.0019794704709192898,0.05293083052447381,0.007780833607690399,4.137085812547954,2.15972214109237,0.0863888856436948
0.49661041434380987,0.004161589895873943,0.01371565520290501,-0.00392301122481773,4.510524076095064,2.799941201306088,0.1119976480522435
0.5960008184337956,0.0069676979481028654,-0.02999615053600169,0.03296417955584319,4.034073907589551,2.0331194980016516,0.08132477992006606
0.3934286547882642,0.005269501810555935,-0.08248057602868636,0.029241435536017255,4.036804511450528,2.258260097439019,0.09033040389756077
0.9566297113752809,0.011641213535238941,0.09556712433707623,0.03011918203516706,4.382811568321388,3.0596383737604294,0.12238553495041718
0.28602162870764036,0.007816422941260913,-0.1618756618071302,0.03613340018993728,4.130608145934109,2.2839202548608744,0.09135681019443498
0.43299538410737015,0.0020090163892684336,0.12988222488190362,0.021581295855929765,3.8328866579738206,2.2692395897561024,0.09076958359024409
0.4606194440253625,0.005432329064152509,-0.06662012337420434,0.034502896776170515,3.929181836711736,2.374639895033632,0.09498559580134527
0.8721468225219701,0.008284979907305125,0.08228073812839246,0.016672004656468575,4.349979648142542,2.8090405190662815,0.11236162076265126
0.5197747472990037,0.009631698309556874,-0.24211050358004135,0.021298377598023013,4.608506747221297,2.5586869683223767,0.10234747873289507
0.5203726381287533,0.004256724260488692,-0.014428530640259056,0.02132208161791951,4.06736280697231,2.0414203947663,0.08165681579065201
0.5151801450169962,0.006582627902793711,-0.10925533066033828,0.0597237719957293,3.570287198733254,2.238583891865117,0.08954335567460468
0.7126400880023332,0.006086369588816196,0.20271740559117213,0.019775238902019793,4.045282615277412,2.09782070969141,0.0839128283876564
0.738472612713574,0.007524927652319103,0.1496694490709911,0.024622639423063565,4.101962254870422,2.0852852360035703,0.08341140944014282
0.06551789683376641,0.003577135541305893,-0.3382835816362562,0.014821811232852717,4.384358499883057,2.045678414653221,0.08182713658612885
0.6598175982303762,0.001811042717240013,0.3223667619110942,0.030734712211954243,3.5059776618891294,2.354624644747107,0.09418498578988428
0.024596297292177438,0.0031248056833951647,-0.28181734959259597,0.008787692968141511,4.431652111436367,2.3690850954869025,0.0947634038194761
