quarter,d,tau,g,c,mu,pd,cum_log_r
49,0.10260010259853516,0.22905211175526533,0.004730159814418007,-0.12645200915673016,0.030498770397532314,4.008318069217508,0.7156888836185136
50,0.09284164654021437,0.23378227156968334,0.0047257385389972255,-0.14094062502946897,0.03550453733003618,3.923319754553037,0.6405144574911983
51,0.09110443276462865,0.23850801010868056,0.00425009433181282,-0.1474035773440519,0.029987359665138946,4.004568702425234,0.7380941299314054
52,0.07418193996686942,0.24275810444049337,0.00421492889751423,-0.16857616447362395,0.028807173648094882,4.0371937254274695,0.7712896861900385
53,0.040533170387755446,0.2469730333380076,0.003699471902047511,-0.20643986295025216,0.028210756082220408,4.046272976262271,0.7640564513043699
54,0.09496026754492637,0.25067250524005513,0.0038785172392226783,-0.15571223769512876,0.028991763015149788,4.015473684840364,0.8055579760707738
55,0.10297294355913733,0.2545510224792778,0.0041719518845165305,-0.15157807892014047,0.025965050801826584,4.074012763736224,0.8889756958850503
56,0.08894206750799091,0.2587229743637943,0.00444782990204586,-0.1697809068558034,0.022935525714461183,4.1627735719111305,0.9791500753695699
57,0.11355003567117924,0.26317080426584016,0.00456374162042923,-0.14962076859466092,0.023571534769643458,4.146203357700188,1.0028883112709668
58,0.13331366175908863,0.2677345458862694,0.004874681362686968,-0.13442088412718076,0.02745627440581925,4.07925120289228,0.9724783622711248
59,0.10664769332781288,0.27260922724895637,0.005074827203342353,-0.1659615339211435,0.02386937022940519,4.176787408749382,1.0585797490343847
60,0.10574487966622734,0.2776840544522987,0.005070183450786865,-0.17193917478607137,0.03266804073839241,4.023403280122372,0.9220265992247167
61,0.09803179439781182,0.28275423790308557,0.005233643638467593,-0.18472244350527375,0.032728365036695864,4.038347622764031,0.9467308843608269
62,0.09175749246639522,0.28798788154155314,0.005627719282710162,-0.1962303890751579,0.028708590336763866,4.1480786275510955,1.0658588833999563
63,0.08726923682288498,0.2936156008242633,0.0053843333053619396,-0.20634636400137832,0.027292307518292314,4.1657715337128565,1.0944621028866424
64,0.09783284973564221,0.2989999341296252,0.005417510702510321,-0.201167084393983,0.028661175432434346,4.140899821719257,1.0959373195993294
65,0.11972768661602601,0.30441744483213556,0.005281377189520961,-0.18468975821610956,0.02922895435942231,4.109858751772852,1.1030679883644918
66,0.1163600540979158,0.30969882202165655,0.005241429274231483,-0.19333876792374075,0.027480234237798575,4.142971669775797,1.1485641787815668
67,0.12464794977004359,0.31494025129588804,0.005098566457086291,-0.19029230152584445,0.02428744181649843,4.194124119616044,1.2229758411630147
68,0.21077554373128854,0.3200388177529743,0.005051216876583499,-0.10926327402168577,0.02660250893462366,4.096026190602794,1.227507263170799
69,0.24570094826038275,0.3250900346295578,0.004881869347868622,-0.07938908636917508,0.031549982536823826,3.9612634487965863,1.1465299956236281
70,0.2422649963581203,0.32997190397742643,0.0049672837369198536,-0.08770690761930613,0.032793840782393405,3.949991054343042,1.1508934939428204
71,0.24947841906366974,0.3349391877143463,0.004558755037962773,-0.08546076865067652,0.03482363320873295,3.887213845845344,1.1156247527704979
72,0.24785989505031478,0.33949794275230905,0.004642525270282201,-0.09163804770199427,0.03900961175812282,3.8176339309949254,1.0661679865209548
73,0.28434933611093194,0.34414046802259124,0.004578786931769521,-0.05979113191165931,0.03368147046992264,3.8943371161220806,1.1995130456929055
74,0.2583235000737689,0.34871925495436074,0.004390503576990941,-0.09039575488059179,0.0503399757093685,3.586763341475114,0.8932248608881421
75,0.22120814324161273,0.3531097585313517,0.0044304266270278085,-0.13190161528973895,0.05886975722664403,3.4658480063287076,0.7659624306843331
76,0.24517502563576593,0.3575401851583795,0.0047917314684081036,-0.11236515952261357,0.06413356351924106,3.381012227390666,0.7385408908100555
77,0.24560952414154136,0.3623319166267876,0.004629824724411335,-0.11672239248524625,0.05476698589195592,3.5423301972712498,0.9288281412052655
78,0.22592483034116811,0.3669617413511989,0.004288890523236746,-0.1410369110100308,0.04440752794396158,3.7326755444796866,1.1231357169894909
79,0.23753085051178965,0.37125063187443563,0.00433118919648574,-0.13371978136264598,0.03676256547257701,3.8751479516966403,1.297753037289989
80,0.26449587621638593,0.37558182107092136,0.004329092138065888,-0.11108594485453546,0.031334159536931465,3.9587888319319835,1.4272653032286144
81,0.2880572130901479,0.37991091320898723,0.0042923399108774135,-0.09185370011883932,0.025281814219950047,4.053991340568196,1.5632332799254502
82,0.3356705079159806,0.38420325311986464,0.003952299203781989,-0.048532745203884085,0.020921323237963644,4.085950312598873,1.6594730290239506
83,0.3256213165278049,0.3881555523236466,0.0038981432891445314,-0.06253423579584172,0.021904837651981725,4.066323027044617,1.6467916116384114
84,0.29376132389197174,0.39205369561279113,0.004210169635437951,-0.09829237172081941,0.027503666983666568,4.0088924210913515,1.57549169636349
85,0.2629328856704146,0.3962638652482291,0.004359981713102598,-0.1333309795778145,0.020115157758843722,4.1800734820272964,1.7310258772723213
86,0.2372621330102387,0.4006238469613317,0.003945210331224469,-0.16336171395109297,0.024798983209220467,4.092537571162831,1.6343781648437998
87,0.22817456954960197,0.40456905729255616,0.0036739980208328393,-0.1763944877429542,0.025980432534974937,4.066549830263211,1.6162940985015641
88,0.2348046423575574,0.408243055313389,0.0038253897727770518,-0.1734384129558316,0.02794460726002581,4.03772939415574,1.6115874747166217
89,0.22934237391957749,0.4120684450861661,0.0033977420676245657,-0.1827260711665886,0.01892063267197995,4.185677277998536,1.7691704490696871
90,0.2761665317592368,0.41546618715379063,0.003076857045182411,-0.13929965539455388,0.024519948571060008,4.039363503553527,1.68713627267248
91,0.32317108331976774,0.41854304419897304,0.0030525209555076808,-0.09537196087920531,0.021364085281650638,4.060028866983457,1.7719076418337352
92,0.29518552384356433,0.4215955651544807,0.002939164899640292,-0.12641004131091635,0.02699064663882831,3.96520384352571,1.6678836510845358
93,0.2891578362232673,0.424534730054121,0.0030191298825346827,-0.1353768938308537,0.029741252656487884,3.931746580636595,1.6478183067236167
94,0.2811760324607339,0.4275538599366557,0.003062269469882336,-0.14637782747592176,0.030162523609435676,3.931071011295236,1.6585935367989002
95,0.2706287070382025,0.43061612940653804,0.003091658459268212,-0.15998742236833552,0.024765181038280248,4.044245098791763,1.7785914703624117
96,0.27563236464798535,0.43370778786580627,0.0032556012809939433,-0.15807542321782092,0.01841905610540297,4.1707244655297755,1.9253975640928847
97,0.2884926201227366,0.4369633891468002,0.003457571778538819,-0.14847076902406364,0.014644295982682534,4.2450841921783,2.026850305037782
98,0.3236351494614938,0.44042096092533906,0.0034088606814038453,-0.11678581146384527,0.011062573261433837,4.2876762904583,2.1182282465335014
99,0.3309245756160182,0.4438298216067429,0.0034735695154203897,-0.11290524599072474,0.009342695515058383,4.315524099633762,2.166636575961065
100,0.34808929151470114,0.4473033911221633,0.003464507548091853,-0.09921409960746214,0.0061412316062329116,4.367691401625456,2.2485693507456688
