d,g,c,mu,pd,cum_log_r,ann_log_r
0.08021483617274161,0.004077012191117157,-0.10959412259301671,0.004474635811689394,4.437859050818829,1.004660748854489,0.1004660748854489
0.3391308066451789,0.005512357776107125,0.13157055475677087,0.01752020017541875,4.102590277502753,1.1078197651776422,0.11078197651776422
0.3522889272010807,0.00715369900650629,0.12230356413636566,0.035413340593437474,3.8872014958886423,0.8890805051044883,0.08890805051044884
0.20734503207281682,0.005354708003651653,-0.027346759691157192,-0.005176423927676249,4.632722520911713,1.238181571974354,0.12381815719743541
0.25599022909843205,0.0050517111299765724,0.06815305358429438,0.041971947114878144,3.6709639890973733,0.5108294243958347,0.051082942439583466
0.2869404817179023,0.006214818228171028,0.04357861724356713,0.022223759153109018,4.128658594628773,0.885062774305303,0.0885062774305303
0.3423491366586582,0.00669168517981192,0.10902780197701054,0.02629214817632894,4.037193182533854,1.0478488215717374,0.10478488215717374
0.034246999514643245,0.003831881934756384,-0.10421657080960203,-0.014943056696443514,4.78339117599974,1.378223893311255,0.1378223893311255
0.4683004257864886,0.007390950627436838,0.2189265185724232,0.03329560393796202,3.8733283876675104,1.1988514468129385,0.11988514468129385
0.1381500224652927,0.004549939714703762,-0.036203972988858114,0.03185101425247472,3.8949073359876194,0.6044882810819341,0.06044882810819341
0.08739747168470643,0.00415679540257949,-0.12754542163012034,0.03178861299096672,3.9504693993254616,0.8499851078012912,0.08499851078012913
0.1835506214668374,0.004190439960398217,-0.00013228228904455484,0.032473192269738355,3.846262619892419,0.7214922085782192,0.07214922085782191
0.07346827037494315,0.004852802626177704,-0.12020290000675109,0.011553961280778683,4.361878070734999,0.9928809206127456,0.09928809206127456
-0.03198347256377301,0.0070321760373553,-0.24390944866556785,0.026474860333438398,4.318442523408107,0.9272709852575294,0.09272709852575294
0.6085283278739426,0.006129198011729066,0.38585000572676426,0.009062193284568231,4.111395629145547,1.2664007826966017,0.12664007826966017
0.3938090548656499,0.0061048512455944845,0.15572833467961827,0.0019030256091245622,4.414351669063692,1.2522425671359554,0.12522425671359555
0.09718657502881158,0.004719692686914942,-0.11307995468841249,0.017442478500745148,4.236335006616768,0.9223092724129649,0.09223092724129649
0.11768331501600156,0.004156688725252939,-0.06298939770930147,0.027883126101812317,3.979033301032695,0.7370374759988598,0.07370374759988599
0.16070681245068064,0.005140890807789272,-0.03494726021170079,0.024739816394775425,4.0679514710173486,0.9981773208214926,0.09981773208214925
0.10699926413027633,0.006899174145641336,-0.10379385156246951,0.0009272780053657071,4.681254253616203,1.2687014215919143,0.12687014215919143
0.25872862680913855,0.004495610379002735,0.0498051315379435,0.017620966005708272,4.097529933594647,1.0081526117265738,0.10081526117265738
0.12385884659919774,0.008737933664399433,-0.1563469996617882,0.045366682873265084,4.027036821206147,0.7977209223318518,0.07977209223318518
0.26307171638314014,0.002667449827197195,0.1119060955479361,0.021057301795936265,3.8825131867366243,0.915562713259717,0.0915562713259717
0.4005637651660403,0.0037208125162179347,0.2112918729688174,0.027707206846163856,3.7500120318899555,0.8542293958826499,0.085422939588265
0.2166036434800745,0.005726772069512569,0.01736762297111001,0.026857235743675448,4.020594926882163,0.9417307122416507,0.09417307122416507
0.38853664169285784,0.008137213651174811,0.1011351574117004,0.03401573635351447,4.003708009549592,1.0325990435910009,0.10325990435910008
0.21498923822516675,0.0071619027556471225,-0.06155643652293579,0.0471895309309782,3.811129514235033,0.49256443664709026,0.04925644366470903
0.2901756821108973,0.006539011413814626,0.09587173385813169,0.0015177497874815685,4.491518406005547,1.1312019927464654,0.11312019927464653
0.40239176979887903,0.00681549926596024,0.1618978045906456,0.03390614723316783,3.864977626572482,1.0077158787663119,0.10077158787663118
0.27826323833981903,0.004692433257890722,0.07703733475790235,0.025326697527644798,3.946000089850081,0.8372375181946654,0.08372375181946654
0.36586711350700074,0.006294393242661361,0.1495643507069674,0.008221190045604825,4.315553601126875,1.2162727165026288,0.12162727165026288
0.06850662826066665,0.003766018617603027,-0.118163169720629,0.03301620948965391,3.8987127618249446,0.5913744740050189,0.059137447400501884
0.3543141400137588,0.0032085934857607086,0.18769341374534596,0.0484244517159284,3.3503682751027637,0.5144034416588998,0.05144034416588998
0.13491040092785575,0.0032630235043194797,-0.02720766338778577,0.036801937333377534,3.729096483748036,0.5994126269221982,0.05994126269221982
0.21317141105302984,0.005735928431280237,0.008046600055322178,0.017655363754883878,4.204738275524712,1.0808592738585907,0.10808592738585907
0.047167696340318366,0.005992859155216591,-0.15617932613434102,0.002134893916652057,4.634035854867592,1.081090615585195,0.10810906155851949
0.4239281540668808,0.004046151369754453,0.2383382155719864,-0.007180705951262492,4.3880795768165655,1.3770106666054236,0.13770106666054235
0.5420709497010765,0.004824533354319316,0.35908621313144157,0.01035097494774187,4.024883007201011,1.1011747425190914,0.11011747425190914
0.4018514111793135,0.005016161345564106,0.17628589743886558,0.014139807139509755,4.105150512747798,1.1228946542824136,0.11228946542824136
-0.16508318198258892,0.005921319060531482,-0.3728284913862129,0.01581729284152482,4.541073445346013,0.7590958453730927,0.07590958453730927
0.18045755524547386,0.005721989862198574,-0.021940448278449112,0.015883813531124526,4.263663889408486,1.0133266701519288,0.10133266701519288
-0.01010356579111571,0.0029337153078710715,-0.18210568429351276,0.01847087323032203,4.178893477518035,0.5840281506410454,0.05840281506410454
0.35529319976168117,0.0074049821813270975,0.10689576500821531,-0.0011324351111114909,4.591313864006978,1.5378977760594612,0.15378977760594612
