d,g,c,mu,pd,cum_log_r,ann_log_r
-0.01854787807338984,0.0052215986712416925,-0.11377274857855411,0.012776275804493573,4.355391409064852,0.6046775168182448,0.12093550336364896
0.06580446054445327,0.0048224834504817776,-0.04065353323529475,0.026829425186109573,4.017987456792172,0.3399135650147125,0.0679827130029425
0.21586253651016246,0.0054615397255299986,0.11234806125782716,0.027190979822491818,3.940108877104283,0.4377201590394626,0.08754403180789253
0.004138814339696692,0.006507731938857355,-0.11630427941434412,0.01674670648888378,4.3710369518803445,0.5326970816726755,0.10653941633453509
0.10927940543765781,0.005166479039451572,0.01447709797295203,0.012386912898093289,4.267907235482234,0.5813684783376925,0.11627369566753849
0.2714016984551785,0.006224695032610112,0.15528488886999173,0.019207491752554217,4.099928250861721,0.5941322695025057,0.11882645390050114
0.18595413282600415,0.005481577907097433,0.07617856730208135,0.03601330777268126,3.7979755606869836,0.2925584039512481,0.05851168079024962
-0.0653335545977277,0.0030109819048470318,-0.1350061665204798,0.02748833608618579,3.9694165051965213,0.20263080481789508,0.040526160963579014
0.22210568507745582,0.006477878276607285,0.11211739030234782,0.042930002325532166,3.707352553237379,0.29673153622033643,0.05934630724406729
0.18274677150926336,0.0044883037822093085,0.09369344810383601,0.009330782271451251,4.222579681223923,0.6286294247206863,0.12572588494413725
0.04713778292533331,0.005339331377911285,-0.06559462750532817,0.04807695119284815,3.6707271188594794,0.0921051273230793,0.01842102546461586
0.17608574447835232,0.004661932915122469,0.0701167617716959,0.03422671718457073,3.7860509479815274,0.22491178213223995,0.04498235642644799
0.05128272872436894,0.004864007943245702,-0.04784301160794131,0.013901073908532709,4.267934474573234,0.5881205252358122,0.11762410504716243
-0.05050506346045247,0.004704293624151072,-0.14652217717780963,0.04000556169758197,3.838124640649732,0.11158034626011704,0.022316069252023406
0.4034810489712551,0.0058040866114915735,0.29421941529090795,0.004961755271538402,4.2321589754051185,0.8285250060108744,0.16570500120217488
0.22594304224393902,0.005834749469217901,0.11336764668895274,0.0034003669398152588,4.401332435297048,0.8161754045257044,0.16323508090514088
-0.026491792511194476,0.005160439401300325,-0.1346509042676528,0.02604298082215408,4.122548547293391,0.30993734243434634,0.06198746848686927
-0.05614620153510139,0.0048695061764082665,-0.15856556722151946,0.03005866855658296,4.041596904854718,0.26525955974812865,0.05305191194962573
